"","trip_id","distance","end","start","trip_duration"
"65","1096768",18.078,"20:29:00","20:00:00",1740
"66","1096769",18.078,"19:29:00","19:00:00",1740
"67","1096770",18.6407,"18:29:00","18:00:00",1740
"68","1096771",18.6407,"17:29:00","17:00:00",1740
"69","1096772",18.6407,"16:29:00","16:00:00",1740
"70","1096773",18.6407,"15:29:00","15:00:00",1740
"71","1096774",18.6407,"14:29:00","14:00:00",1740
"72","1096775",18.6407,"13:29:00","13:00:00",1740
"73","1096776",18.6407,"12:29:00","12:00:00",1740
"74","1096777",18.6407,"11:29:00","11:00:00",1740
"75","1096778",18.6407,"10:29:00","10:00:00",1740
"76","1096779",18.6407,"9:29:00","9:00:00",1740
"77","1096780",18.6407,"8:29:00","8:00:00",1740
"78","1096781",18.6407,"7:29:00","7:00:00",1740
"79","1096782",15.4213,"24:13:00","23:50:00",1380
"80","1096783",3.7323,"5:53:00","5:43:00",600
"81","1096784",15.4213,"6:53:00","6:30:00",1380
"82","1096785",15.4213,"22:43:00","22:20:00",1380
"83","1096786",15.4213,"21:13:00","20:50:00",1380
"84","1096787",15.4213,"19:53:00","19:30:00",1380
"85","1096788",15.4213,"18:53:00","18:30:00",1380
"86","1096789",15.4213,"17:53:00","17:30:00",1380
"87","1096790",15.4213,"16:53:00","16:30:00",1380
"88","1096791",15.4213,"15:53:00","15:30:00",1380
"89","1096792",15.4213,"14:53:00","14:30:00",1380
"90","1096793",15.4213,"13:53:00","13:30:00",1380
"91","1096794",15.4213,"12:53:00","12:30:00",1380
"92","1096795",15.4213,"11:53:00","11:30:00",1380
"93","1096796",15.4213,"10:53:00","10:30:00",1380
"94","1096797",15.4213,"9:53:00","9:30:00",1380
"95","1096798",15.4213,"8:53:00","8:30:00",1380
"96","1096799",15.4213,"7:53:00","7:30:00",1380
"97","1096818",16.0953,"7:08:00","6:30:00",2280
"98","1096819",16.0953,"25:08:00","24:30:00",2280
"99","1096820",16.0953,"23:38:00","23:00:00",2280
"100","1096821",16.0953,"22:08:00","21:30:00",2280
"101","1096822",16.0953,"20:38:00","20:00:00",2280
"102","1096823",16.0953,"19:08:00","18:30:00",2280
"103","1096824",16.0953,"14:38:00","14:00:00",2280
"104","1096825",16.0953,"17:38:00","17:00:00",2280
"105","1096826",16.0953,"16:08:00","15:30:00",2280
"106","1096827",16.0953,"13:08:00","12:30:00",2280
"107","1096828",16.0953,"11:38:00","11:00:00",2280
"108","1096829",16.0953,"10:08:00","9:30:00",2280
"109","1096830",16.0953,"8:38:00","8:00:00",2280
"110","1096831",15.5012,"6:27:00","5:50:00",2220
"111","1096832",15.5012,"24:22:00","23:45:00",2220
"112","1096833",15.5012,"22:52:00","22:15:00",2220
"113","1096834",15.5012,"21:22:00","20:45:00",2220
"114","1096835",15.5012,"19:52:00","19:15:00",2220
"115","1096836",15.5012,"18:22:00","17:45:00",2220
"116","1096837",15.5012,"15:22:00","14:45:00",2220
"117","1096838",15.5012,"16:52:00","16:15:00",2220
"118","1096839",15.5012,"13:52:00","13:15:00",2220
"119","1096840",15.5012,"12:22:00","11:45:00",2220
"120","1096841",15.5012,"10:52:00","10:15:00",2220
"121","1096842",15.5012,"9:22:00","8:45:00",2220
"122","1096843",15.5012,"7:52:00","7:15:00",2220
"123","1096844",16.0953,"20:38:00","20:00:00",2280
"124","1096845",16.0953,"19:08:00","18:30:00",2280
"125","1096846",16.0953,"14:38:00","14:00:00",2280
"126","1096847",16.0953,"17:38:00","17:00:00",2280
"127","1096848",16.0953,"16:08:00","15:30:00",2280
"128","1096849",16.0953,"13:08:00","12:30:00",2280
"129","1096850",16.0953,"11:38:00","11:00:00",2280
"130","1096851",16.0953,"10:08:00","9:30:00",2280
"131","1096852",16.0953,"8:38:00","8:00:00",2280
"132","1096853",15.5012,"19:52:00","19:15:00",2220
"133","1096854",15.5012,"18:22:00","17:45:00",2220
"134","1096855",15.5012,"15:22:00","14:45:00",2220
"135","1096856",15.5012,"16:52:00","16:15:00",2220
"136","1096857",15.5012,"13:52:00","13:15:00",2220
"137","1096858",15.5012,"12:22:00","11:45:00",2220
"138","1096859",15.5012,"10:52:00","10:15:00",2220
"139","1096860",15.5012,"9:22:00","8:45:00",2220
"140","1096861",15.5012,"7:52:00","7:15:00",2220
"141","1096862",16.0953,"5:38:00","5:00:00",2280
"142","1096863",16.0953,"6:38:00","6:00:00",2280
"143","1096864",16.0953,"7:38:00","7:00:00",2280
"144","1096865",16.0953,"25:08:00","24:30:00",2280
"145","1096866",16.0953,"23:38:00","23:00:00",2280
"146","1096867",16.0953,"22:08:00","21:30:00",2280
"147","1096868",16.0953,"20:38:00","20:00:00",2280
"148","1096869",16.0953,"19:08:00","18:30:00",2280
"149","1096870",16.0953,"14:38:00","14:00:00",2280
"150","1096871",16.0953,"17:38:00","17:00:00",2280
"151","1096872",16.0953,"16:38:00","16:00:00",2280
"152","1096873",16.0953,"15:38:00","15:00:00",2280
